,mean MSL,compound Prob,node Tier,useNode,compoundLevel
60,0.261330823154375,0.36216258762585946,1,1,0
61,0.27181211149961154,0.37919468118686883,1,1,0
62,0.4530343879943422,0.6736808804908062,2,0,0
63,0.2754022652708886,0.38502868106519406,1,0,0
64,0.2762442205454055,0.38639685838628396,1,1,1
65,0.236266317016317,0.3214327651515152,1,0,0
66,0.44498811934089966,0.6606056939289621,2,1,0
67,0.4110446635418491,0.6054475782555049,2,1,1
68,0.5125154803067228,0.75,3,0,0
69,0.46789106035675954,0.6978229730797344,2,1,3
70,0.4695170244710655,0.7004651647654816,2,1,0
71,0.24104252911228738,0.32919410980746705,1,1,3
72,0.45878859085058954,0.6830314601322081,2,0,0
73,0.26290865384615386,0.3647265625000001,1,1,2
